"","country","year","Wbcode","oecd","guerilla","overall.conflict","riots","strikes","demos","assassinations","internet","computers","radios","tvs","newspapers","landlines","mobiles"
"47","Afghanistan",1971,"AFG","Non-OECD",0,0,0,0,0,0,NA,NA,0.006,NA,0.0057,0.00143,NA
"48","Afghanistan",1972,"AFG","Non-OECD",0,0,0,0,0,0,NA,NA,0.0063,NA,0.0054,0.00146,NA
"49","Afghanistan",1973,"AFG","Non-OECD",0,1875,0,0,0,0,NA,NA,0.0067,NA,0.0051,0.00149,NA
"50","Afghanistan",1974,"AFG","Non-OECD",0,0,0,0,0,0,NA,NA,0.007,NA,0.0048,0.00153,NA
"51","Afghanistan",1975,"AFG","Non-OECD",0,0,0,0,0,0,NA,NA,0.0073,NA,0.0045,0.00152,NA
"52","Afghanistan",1976,"AFG","Non-OECD",0,0,0,0,0,0,NA,NA,0.0075,NA,0.0042,0.00151,NA
"53","Afghanistan",1977,"AFG","Non-OECD",0,312,0,0,0,1,NA,NA,0.0077,NA,0.004,0.00151,NA
"54","Afghanistan",1978,"AFG","Non-OECD",1,3375,0,0,0,0,NA,NA,0.008,0.00038,0.0046,0.00151,NA
"55","Afghanistan",1979,"AFG","Non-OECD",1,6625,0,0,0,2,NA,NA,0.0081,0.00064,0.0052,0.00151,NA
"56","Afghanistan",1980,"AFG","Non-OECD",1,4562,1,2,0,2,NA,NA,0.0082,0.00069,0.006,0.00149,NA
"57","Afghanistan",1981,"AFG","Non-OECD",1,3750,2,0,0,0,NA,NA,0.0081,0.00071,0.0064,0.00153,NA
"58","Afghanistan",1982,"AFG","Non-OECD",1,3125,0,0,0,0,NA,NA,0.0082,0.00073,0.0067,0.00157,NA
"59","Afghanistan",1983,"AFG","Non-OECD",1,3437,0,0,0,1,NA,NA,0.0122,0.00126,0.0071,0.00162,NA
"60","Afghanistan",1984,"AFG","Non-OECD",1,3125,0,0,0,0,NA,NA,0.0182,0.00219,0.0076,0.00166,NA
"61","Afghanistan",1985,"AFG","Non-OECD",1,3125,0,0,0,0,NA,NA,0.027,0.00379,0.008,0.0017,NA
"62","Afghanistan",1986,"AFG","Non-OECD",1,3375,0,0,2,0,NA,NA,0.0401,0.00657,0.0087,0.00175,NA
"63","Afghanistan",1987,"AFG","Non-OECD",1,3125,0,0,0,0,NA,NA,0.0595,0.00673,0.0094,0.0018,NA
"64","Afghanistan",1988,"AFG","Non-OECD",1,3125,0,0,0,0,NA,NA,0.0883,0.0069,0.0102,0.00185,NA
"65","Afghanistan",1989,"AFG","Non-OECD",1,3375,0,0,0,0,NA,NA,0.0901,0.0071,0.0111,0.0019,NA
"66","Afghanistan",1990,"AFG","Non-OECD",1,5250,0,0,0,0,NA,NA,0.0918,0.00731,0.012,0.00192,NA
"67","Afghanistan",1991,"AFG","Non-OECD",1,3437,0,0,0,1,NA,NA,0.0965,0.00777,0.0116,0.00194,NA
"68","Afghanistan",1992,"AFG","Non-OECD",1,5500,0,0,0,0,NA,NA,0.1,0.00809,0.0112,0.00177,NA
"69","Afghanistan",1993,"AFG","Non-OECD",2,4625,0,0,0,0,NA,NA,0.1066,0.00873,0.0108,0.00166,NA
"70","Afghanistan",1994,"AFG","Non-OECD",1,3375,0,0,0,0,NA,NA,0.112,0.00923,0.0104,0.00153,NA
"71","Afghanistan",1995,"AFG","Non-OECD",1,5250,0,0,0,0,NA,NA,0.1177,0.00981,0.01,0.00142,NA
"72","Afghanistan",1996,"AFG","Non-OECD",1,5000,0,0,0,0,NA,NA,0.123,0.01206,0.0096,0.00142,NA
"73","Afghanistan",1997,"AFG","Non-OECD",1,3125,0,0,0,0,NA,NA,0.1304,0.01281,0.0093,0.00142,NA
"74","Afghanistan",1998,"AFG","Non-OECD",1,3125,0,0,0,0,NA,NA,0.1385,0.01353,0.009,0.00143,NA
"75","Afghanistan",1999,"AFG","Non-OECD",1,3125,0,0,0,0,NA,NA,0.1468,0.01422,0.0087,0.00143,NA
"76","Afghanistan",2000,"AFG","Non-OECD",1,3125,0,0,0,0,NA,NA,NA,NA,NA,0.00143,0
"77","Afghanistan",2001,"AFG","Non-OECD",1,3687,0,0,0,1,4.4e-05,NA,NA,NA,NA,0.00143,7e-05
"78","Afghanistan",2002,"AFG","Non-OECD",2,5687,0,0,1,3,4.4e-05,NA,NA,NA,NA,0.00143,0.00052
"79","Afghanistan",2003,"AFG","Non-OECD",2,6812,0,0,0,1,0.000858,NA,NA,NA,NA,0.00169,0.00364
"80","Afghanistan",2004,"AFG","Non-OECD",2,7625,1,0,1,3,0.001054,NA,NA,NA,NA,0.00199,0.02529
"81","Afghanistan",2005,"AFG","Non-OECD",1,4437,1,0,3,2,0.012437,0.0035,NA,NA,NA,0.00234,0.04974
"82","Afghanistan",2006,"AFG","Non-OECD",1,4062,1,0,0,2,0.021808,0.0041,NA,NA,NA,0.00276,0.10273
"83","Afghanistan",2007,"AFG","Non-OECD",1,3812,0,0,1,1,0.02004,NA,NA,NA,NA,0.00325,0.18709
"84","Afghanistan",2008,"AFG","Non-OECD",1,3562,0,0,1,1,0.019704,NA,NA,NA,NA,0.00398,0.31128
"85","Afghanistan",2009,"AFG","Non-OECD",1,3812,0,0,1,1,0.038629,NA,NA,NA,NA,0.00498,0.4056
"86","Afghanistan",2010,"AFG","Non-OECD",1,3687,0,0,0,1,0.043012,NA,NA,NA,NA,0.0053,0.49225
"87","Afghanistan",2011,"AFG","Non-OECD",1,57,0,0,1,7,0.053828,NA,NA,NA,NA,NA,0.64943
"88","Afghanistan",2012,"AFG","Non-OECD",5,9125,2,1,1,6,0.059354,NA,NA,NA,NA,NA,NA
"89","Afghanistan",2013,"AFG","Non-OECD",30,39188,1,0,1,4,NA,NA,NA,NA,NA,NA,NA
"90","Albania",1919,"ALB","Non-OECD",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"91","Albania",1920,"ALB","Non-OECD",0,312,0,0,0,1,NA,NA,NA,NA,NA,NA,NA
"92","Albania",1921,"ALB","Non-OECD",0,1875,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"93","Albania",1922,"ALB","Non-OECD",0,1875,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"94","Albania",1923,"ALB","Non-OECD",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"95","Albania",1924,"ALB","Non-OECD",1,5437,0,0,1,1,NA,NA,NA,NA,NA,NA,NA
"96","Albania",1925,"ALB","Non-OECD",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"97","Albania",1926,"ALB","Non-OECD",0,1875,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"98","Albania",1927,"ALB","Non-OECD",0,1875,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"99","Albania",1928,"ALB","Non-OECD",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"100","Albania",1929,"ALB","Non-OECD",0,500,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"101","Albania",1930,"ALB","Non-OECD",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"102","Albania",1931,"ALB","Non-OECD",0,312,0,0,0,1,NA,NA,NA,NA,NA,NA,NA
"103","Albania",1932,"ALB","Non-OECD",0,250,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"104","Albania",1933,"ALB","Non-OECD",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"105","Albania",1934,"ALB","Non-OECD",1,1250,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"106","Albania",1935,"ALB","Non-OECD",0,2187,0,0,0,1,NA,NA,NA,NA,NA,NA,NA
"107","Albania",1936,"ALB","Non-OECD",0,250,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"108","Albania",1937,"ALB","Non-OECD",0,2125,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"109","Albania",1938,"ALB","Non-OECD",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"110","Albania",1939,"ALB","Non-OECD",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"111","Albania",1946,"ALB","Non-OECD",0,250,0,0,0,0,NA,NA,0.0044,NA,0.0374,0.00053,NA
"112","Albania",1947,"ALB","Non-OECD",0,250,0,0,0,0,NA,NA,0.0051,NA,0.038,0.00069,NA
"113","Albania",1948,"ALB","Non-OECD",0,500,0,0,0,0,NA,NA,0.0059,NA,0.0387,0.00076,NA
"114","Albania",1949,"ALB","Non-OECD",0,500,0,0,0,0,NA,NA,0.0066,NA,0.0393,0.00091,NA
"115","Albania",1950,"ALB","Non-OECD",0,562,0,0,0,1,NA,NA,0.0073,NA,0.04,0.00098,NA
"116","Albania",1951,"ALB","Non-OECD",0,2625,0,0,0,0,NA,NA,0.008,NA,0.0406,0.00112,NA
"117","Albania",1952,"ALB","Non-OECD",0,500,0,0,0,0,NA,NA,0.0086,NA,0.0412,0.00118,NA
"118","Albania",1953,"ALB","Non-OECD",1,1500,0,0,0,0,NA,NA,0.0092,NA,0.0419,0.0013,NA
"119","Albania",1954,"ALB","Non-OECD",0,0,0,0,0,0,NA,NA,0.0126,NA,0.0425,0.00133,NA
"120","Albania",1955,"ALB","Non-OECD",0,0,0,0,0,0,NA,NA,0.0158,NA,0.0431,0.00143,NA
"121","Albania",1956,"ALB","Non-OECD",0,0,0,0,0,0,NA,NA,0.019,NA,0.0438,0.0019,NA
"122","Albania",1957,"ALB","Non-OECD",0,0,0,0,0,0,NA,NA,0.0218,NA,0.0444,0.00232,NA
"123","Albania",1958,"ALB","Non-OECD",0,0,0,0,0,0,NA,NA,0.0245,NA,0.045,0.00272,NA
"124","Albania",1959,"ALB","Non-OECD",0,0,0,0,0,0,NA,NA,0.0276,NA,0.0457,0.00308,NA
"125","Albania",1960,"ALB","Non-OECD",0,0,0,0,0,0,NA,NA,0.0336,NA,0.0463,0.00342,NA
"126","Albania",1961,"ALB","Non-OECD",0,0,0,0,0,0,NA,NA,0.0361,NA,0.047,0.00421,NA
"127","Albania",1962,"ALB","Non-OECD",0,0,0,0,0,0,NA,NA,0.0379,NA,0.0466,0.00502,NA
"128","Albania",1963,"ALB","Non-OECD",0,0,0,0,0,0,NA,NA,0.0397,NA,0.0462,0.00578,NA
"129","Albania",1964,"ALB","Non-OECD",0,0,0,0,0,0,NA,NA,0.0418,0.00055,0.0458,0.0065,NA
"130","Albania",1965,"ALB","Non-OECD",0,0,0,0,0,0,NA,NA,0.0697,0.00063,0.0454,0.00713,NA
"131","Albania",1966,"ALB","Non-OECD",0,0,0,0,0,0,NA,NA,0.0679,0.00071,0.045,0.00778,NA
"132","Albania",1967,"ALB","Non-OECD",0,0,0,0,0,0,NA,NA,0.0687,0.00078,0.053,0.00839,NA
"133","Albania",1968,"ALB","Non-OECD",0,0,0,0,0,0,NA,NA,0.0742,0.00085,0.052,0.00891,NA
"134","Albania",1969,"ALB","Non-OECD",0,0,0,0,0,0,NA,NA,0.0771,0.00092,0.051,0.00944,NA
"135","Albania",1970,"ALB","Non-OECD",0,0,0,0,0,0,NA,NA,0.0742,0.00096,0.052,0.00973,NA
"136","Albania",1971,"ALB","Non-OECD",0,0,0,0,0,0,NA,NA,0.0776,0.0011,0.047,0.01036,NA
"137","Albania",1972,"ALB","Non-OECD",0,0,0,0,0,0,NA,NA,0.0762,0.00121,0.05,0.01077,NA
"138","Albania",1973,"ALB","Non-OECD",0,0,0,0,0,0,NA,NA,0.074,0.0013,0.049,0.0111,NA
"139","Albania",1974,"ALB","Non-OECD",0,0,0,0,0,0,NA,NA,0.072,0.00139,0.048,0.01134,NA
"140","Albania",1975,"ALB","Non-OECD",0,0,0,0,0,0,NA,NA,0.0713,0.00148,0.047,0.01164,NA
"141","Albania",1976,"ALB","Non-OECD",0,250,0,0,0,0,NA,NA,0.0706,0.00156,0.0487,0.01197,NA
"142","Albania",1977,"ALB","Non-OECD",0,0,0,0,0,0,NA,NA,0.078,0.00175,0.0504,0.01249,NA
"143","Albania",1978,"ALB","Non-OECD",0,0,0,0,0,0,NA,NA,0.0869,0.00194,0.0522,0.01303,NA
"144","Albania",1979,"ALB","Non-OECD",0,0,0,0,0,0,NA,NA,0.0968,0.00333,0.054,0.01354,NA
"145","Albania",1980,"ALB","Non-OECD",0,0,0,0,0,0,NA,NA,0.1062,0.00565,0.054,0.01345,NA
"146","Albania",1981,"ALB","Non-OECD",0,0,0,0,0,0,NA,NA,0.1162,0.00958,0.0523,0.01337,NA
"147","Albania",1982,"ALB","Non-OECD",0,250,0,0,0,0,NA,NA,0.1273,0.01625,0.0506,0.01331,NA
"148","Albania",1983,"ALB","Non-OECD",0,0,0,0,0,0,NA,NA,0.1397,0.02755,0.049,0.01322,NA
"149","Albania",1984,"ALB","Non-OECD",0,0,0,0,0,0,NA,NA,0.1532,0.0467,0.0475,0.01313,NA
"150","Albania",1985,"ALB","Non-OECD",0,0,0,0,0,0,NA,NA,0.1682,0.07915,0.046,0.01306,NA
"151","Albania",1986,"ALB","Non-OECD",0,0,0,0,0,0,NA,NA,0.1697,0.08051,0.0452,0.01296,NA
"152","Albania",1987,"ALB","Non-OECD",0,0,0,0,0,0,NA,NA,0.1709,0.08189,0.0444,0.0129,NA
"153","Albania",1988,"ALB","Non-OECD",0,0,0,0,0,0,NA,NA,0.1726,0.08332,0.0436,0.01283,NA
"154","Albania",1989,"ALB","Non-OECD",0,0,0,0,0,0,NA,NA,0.1741,0.08474,0.0428,0.01275,NA
"155","Albania",1990,"ALB","Non-OECD",0,2375,4,1,7,0,NA,NA,0.1754,0.0862,0.041,0.01268,NA
"156","Albania",1991,"ALB","Non-OECD",0,2937,3,3,8,0,NA,NA,0.1778,0.08876,0.0432,0.01266,NA
"157","Albania",1992,"ALB","Non-OECD",0,312,1,0,0,0,NA,NA,0.1822,0.09099,0.0454,0.0126,NA
"158","Albania",1993,"ALB","Non-OECD",0,250,0,0,2,0,NA,NA,0.1928,0.09626,0.0478,0.01293,NA
"159","Albania",1994,"ALB","Non-OECD",0,0,0,0,0,0,NA,NA,0.2039,0.10197,0.0503,0.01595,NA
"160","Albania",1995,"ALB","Non-OECD",0,0,0,0,0,0,NA,NA,0.2155,0.10779,0.053,0.01967,NA
"161","Albania",1996,"ALB","Non-OECD",0,125,0,0,1,0,NA,0.0016,0.2492,0.12464,0.0508,0.02427,0.00018
"162","Albania",1997,"ALB","Non-OECD",0,7562,11,0,9,2,NA,0.0032,0.2553,0.12767,0.0587,0.02991,0.00047
"163","Albania",1998,"ALB","Non-OECD",0,1062,2,0,1,1,NA,0.0048,0.2615,0.13684,0.0618,0.0369,0.0013
"164","Albania",1999,"ALB","Non-OECD",0,250,0,0,0,0,0.000798,0.0064,0.265,0.14532,0.0651,0.04484,0.00351
"165","Albania",2000,"ALB","Non-OECD",0,0,0,0,0,0,0.001117,0.008,NA,0.15315,NA,0.05437,0.0095
"166","Albania",2001,"ALB","Non-OECD",0,250,0,0,0,0,0.00318,0.0095,0.3179,0.16089,NA,0.06279,0.11128
"167","Albania",2002,"ALB","Non-OECD",0,0,0,0,0,0,0.003802,0.0114,NA,0.1692,NA,0.0697,0.26964
"168","Albania",2003,"ALB","Non-OECD",0,0,0,0,0,0,0.009643,0.0135,NA,0.18129,0.0246,0.07524,0.35358
"169","Albania",2004,"ALB","Non-OECD",0,0,0,0,0,0,0.023985,0.0154,NA,NA,NA,0.07966,0.40284
"170","Albania",2005,"ALB","Non-OECD",0,0,0,0,0,0,0.059835,0.0172,NA,NA,NA,0.08434,0.48701
"171","Albania",2006,"ALB","Non-OECD",0,0,0,0,0,0,0.095027,0.038,NA,NA,NA,0.08932,0.59711
"172","Albania",2007,"ALB","Non-OECD",0,0,0,0,0,0,0.148487,0.041,NA,NA,NA,0.09457,0.73215
"173","Albania",2008,"ALB","Non-OECD",0,0,0,0,0,0,0.235331,0.0455,NA,NA,NA,0.10781,0.98562
"174","Albania",2009,"ALB","Non-OECD",0,437,0,0,1,1,0.0406,NA,NA,NA,NA,0.11336,0.76951
"175","Albania",2010,"ALB","Non-OECD",0,0,0,0,0,0,0.044078,NA,NA,NA,NA,0.1032,0.8368
"176","Albania",2011,"ALB","Non-OECD",0,6,1,0,2,0,0.047892,NA,NA,NA,NA,NA,0.96094
"177","Albania",2012,"ALB","Non-OECD",0,0,0,0,0,0,0.534683,NA,NA,NA,NA,NA,NA
"178","Albania",2013,"ALB","Non-OECD",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"179","Algeria",1962,"DZA","Non-OECD",NA,NA,NA,NA,NA,NA,NA,NA,0.1327,0.00622,0.01,0.01728,NA
"180","Algeria",1963,"DZA","Non-OECD",NA,NA,NA,NA,NA,NA,NA,NA,0.1338,0.00606,0.0116,0.01423,NA
"181","Algeria",1964,"DZA","Non-OECD",NA,NA,NA,NA,NA,NA,NA,NA,0.1327,0.00856,0.0133,0.01194,NA
"182","Algeria",1965,"DZA","Non-OECD",NA,NA,NA,NA,NA,NA,NA,NA,0.1341,0.00838,0.015,0.0117,NA
"183","Algeria",1966,"DZA","Non-OECD",NA,NA,NA,NA,NA,NA,NA,NA,0.0452,0.00823,0.0147,0.01177,NA
"184","Algeria",1967,"DZA","Non-OECD",0,1875,0,0,0,0,NA,NA,0.0518,0.00797,0.0143,0.01187,NA
"185","Algeria",1968,"DZA","Non-OECD",0,0,0,0,0,0,NA,NA,0.0521,0.00772,0.014,0.01205,NA
"186","Algeria",1969,"DZA","Non-OECD",0,250,0,0,0,0,NA,NA,0.0524,0.00749,0.016,0.01267,NA
"187","Algeria",1970,"DZA","Non-OECD",0,0,0,0,0,0,NA,NA,0.0524,0.00953,0.018,0.01284,NA
"188","Algeria",1971,"DZA","Non-OECD",0,0,0,0,0,0,NA,NA,0.0543,0.01173,0.02,0.01347,NA
"189","Algeria",1972,"DZA","Non-OECD",0,0,0,0,0,0,NA,NA,0.0559,0.01375,0.016,0.01388,NA
"190","Algeria",1973,"DZA","Non-OECD",0,0,0,0,0,0,NA,NA,0.0574,0.01754,0.017,0.01401,NA
"191","Algeria",1974,"DZA","Non-OECD",0,0,0,0,0,0,NA,NA,0.0588,0.02109,0.0175,0.01413,NA
"192","Algeria",1975,"DZA","Non-OECD",0,250,0,0,0,0,NA,NA,0.0602,0.02443,0.018,0.0149,NA
"193","Algeria",1976,"DZA","Non-OECD",0,0,0,0,0,0,NA,NA,0.0902,0.026,0.0193,0.0154,NA
"194","Algeria",1977,"DZA","Non-OECD",0,0,0,0,0,0,NA,NA,0.118,0.02568,0.0208,0.01662,NA
"195","Algeria",1978,"DZA","Non-OECD",0,0,0,0,0,0,NA,NA,0.144,0.02808,0.0223,0.0187,NA
"196","Algeria",1979,"DZA","Non-OECD",0,0,0,0,0,0,NA,NA,0.1683,0.02723,0.024,0.02206,NA
"197","Algeria",1980,"DZA","Non-OECD",0,0,0,0,0,0,NA,NA,0.1735,0.02656,0.0243,0.02454,NA
"198","Algeria",1981,"DZA","Non-OECD",0,1000,2,0,3,0,NA,NA,0.1788,0.03877,0.0246,0.02599,NA
"199","Algeria",1982,"DZA","Non-OECD",0,0,0,0,0,0,NA,NA,0.1843,0.05017,0.025,0.02753,NA
"200","Algeria",1983,"DZA","Non-OECD",0,0,0,0,0,0,NA,NA,0.19,0.0608,0.0253,0.02916,NA
"201","Algeria",1984,"DZA","Non-OECD",0,0,0,0,0,0,NA,NA,0.2004,0.06493,0.0257,0.03131,NA
"202","Algeria",1985,"DZA","Non-OECD",0,0,0,0,0,0,NA,NA,0.2098,0.06883,0.026,0.03338,NA
"203","Algeria",1986,"DZA","Non-OECD",0,0,0,0,0,0,NA,NA,0.2205,0.07057,0.0269,0.03571,NA
"204","Algeria",1987,"DZA","Non-OECD",0,0,0,0,0,0,NA,NA,0.2285,0.06995,0.0279,0.03821,NA
"205","Algeria",1988,"DZA","Non-OECD",0,750,2,0,1,0,NA,NA,0.2317,0.07219,0.0288,0.03908,NA
"206","Algeria",1989,"DZA","Non-OECD",0,125,0,0,1,0,NA,NA,0.2341,0.07349,0.0298,0.04009,NA
"207","Algeria",1990,"DZA","Non-OECD",0,0,0,0,0,0,NA,0.001,0.2366,0.07481,0.0309,0.04113,NA
"208","Algeria",1991,"DZA","Non-OECD",0,1750,2,2,3,0,NA,0.0016,0.2381,0.07781,0.032,0.04219,NA
"209","Algeria",1992,"DZA","Non-OECD",0,2312,4,0,2,1,NA,0.0019,0.2396,0.08096,0.0331,0.04328,0
"210","Algeria",1993,"DZA","Non-OECD",0,1687,0,0,1,5,NA,0.0023,0.2412,0.08424,0.0343,0.0444,1e-05
"211","Algeria",1994,"DZA","Non-OECD",0,4562,0,0,0,7,NA,0.0027,0.2427,0.08761,0.0355,0.04555,4e-05
"212","Algeria",1995,"DZA","Non-OECD",0,4750,1,0,1,7,NA,0.0031,0.2443,0.09115,0.0367,0.04673,0.00017
"213","Algeria",1996,"DZA","Non-OECD",1,3437,0,0,0,1,NA,0.0046,0.2451,0.10703,0.038,0.04793,0.00031
"214","Algeria",1997,"DZA","Non-OECD",1,3750,0,0,0,2,NA,0.0049,0.2478,0.10821,0.0393,0.04917,0.00058
"215","Algeria",1998,"DZA","Non-OECD",1,3125,0,0,0,0,NA,0.0055,0.2521,0.10996,0.0407,0.05075,0.00108
"216","Algeria",1999,"DZA","Non-OECD",0,2187,0,0,0,1,0.000668,0.006,0.2534,0.11062,0.0421,0.05347,0.00199
"217","Algeria",2000,"DZA","Non-OECD",0,1875,0,0,0,0,0.001645,0.0066,NA,0.1086,NA,0.05796,0.00369
"218","Algeria",2001,"DZA","Non-OECD",0,2750,2,0,2,0,0.000195,0.0071,NA,0.1135,NA,0.06226,0.00687
"219","Algeria",2002,"DZA","Non-OECD",1,3375,0,0,2,0,0.016093,0.0078,NA,0.11586,NA,0.06736,0.01287
"220","Algeria",2003,"DZA","Non-OECD",0,0,0,0,0,0,0.022088,0.0084,NA,0.11675,NA,0.07199,0.04565
"221","Algeria",2004,"DZA","Non-OECD",0,1875,0,0,0,0,0.046405,0.009,NA,NA,NA,0.07693,0.15104
